,age,workclass,fnlwgt,education,education-number,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23334,49,3,43479,15,10,2,2,0,4,1,0,0,40,37,0
23338,20,3,112137,15,10,4,8,2,1,0,0,0,20,33,0
23339,49,3,110457,15,10,2,2,0,4,1,0,0,50,37,1
23341,46,0,297906,9,13,2,8,0,1,1,0,0,50,37,1
23343,31,0,139455,9,13,4,3,3,4,0,0,0,40,4,0
23345,56,3,233312,12,14,2,2,0,4,1,0,0,50,37,1
23347,58,1,98361,11,9,2,3,0,4,1,0,0,50,37,0
23359,42,0,25240,8,11,0,8,4,0,0,0,0,40,37,0
23360,31,3,204052,11,9,2,2,0,4,1,0,0,40,37,1
23364,38,1,185394,9,13,2,8,5,4,0,7688,0,40,37,1
23365,44,1,254146,12,14,2,8,0,4,1,0,0,40,37,1
23366,55,2,227856,9,13,2,3,0,4,1,0,2415,50,37,1
23369,50,2,287598,15,10,2,2,0,4,1,0,0,70,37,0
23371,41,2,194636,9,13,2,10,0,4,1,99999,0,65,37,1
23375,42,0,46366,11,9,5,0,4,2,0,0,0,40,37,0
23376,37,3,24106,11,9,2,11,0,4,1,0,0,30,37,0
23378,45,3,40666,8,11,2,4,0,4,1,0,0,60,37,0
23391,34,1,177675,15,10,4,9,1,4,1,0,0,50,37,1
23401,47,3,107231,10,16,2,8,0,4,1,0,0,35,37,1
23402,52,1,512103,15,10,0,12,1,4,0,0,0,40,37,0
23403,38,3,245090,6,5,2,2,0,4,1,0,0,40,24,0
23406,54,3,82551,8,11,2,11,2,4,0,0,0,10,37,0
23409,25,3,108001,6,5,4,2,1,4,1,0,0,15,37,0
23410,36,4,112497,9,13,0,8,1,4,1,0,1876,44,37,0
23411,69,3,128206,11,9,2,11,0,4,1,0,0,30,37,0
23420,33,1,224185,11,9,2,2,0,4,1,0,0,40,37,0
23424,42,2,277256,10,16,2,8,0,4,1,0,1977,60,37,1
23443,42,0,284403,11,9,0,0,1,2,1,0,0,40,37,0
23446,20,4,340475,15,10,4,0,3,4,0,0,0,10,37,0
23456,36,3,122493,11,9,2,2,0,4,1,0,0,47,37,0
23462,24,3,81145,15,10,4,7,1,4,0,0,0,75,37,0
23466,41,1,208174,12,14,0,8,4,4,0,0,0,55,37,0
23468,67,3,226092,15,10,2,4,0,4,1,0,0,44,37,0
23475,37,1,218184,9,13,2,8,0,4,1,0,1887,40,37,1
23476,27,3,206889,15,10,2,4,0,4,1,0,0,50,37,0
23479,64,1,202984,11,9,2,2,0,4,1,3137,0,40,37,0
23482,28,3,204984,9,13,4,11,1,4,1,0,0,45,37,0
23483,63,3,35021,9,13,2,8,0,1,1,0,1977,32,2,1
23484,40,3,238574,14,15,2,8,0,4,1,0,0,55,37,1
23488,45,2,34091,9,13,2,3,0,4,1,0,0,38,37,1
23492,27,1,52156,15,10,2,9,0,4,1,0,0,60,37,0
23495,39,4,343646,9,13,0,9,1,4,1,0,0,40,24,1
23496,42,3,198692,15,10,2,2,0,4,1,0,0,45,37,1
23500,47,3,315110,15,10,2,8,0,4,1,0,0,20,37,0
23515,58,4,136982,11,9,3,7,4,2,0,0,0,40,14,0
23516,45,4,271962,9,13,0,9,1,4,0,0,0,40,37,0
23524,36,1,285865,9,13,4,0,1,2,0,0,0,40,37,0
23525,22,0,216129,11,9,4,0,2,4,1,0,0,40,37,0
23526,37,0,40955,15,10,4,7,3,4,1,0,0,40,22,0
23536,35,4,98776,11,9,4,11,3,4,1,0,0,40,37,0
23538,40,3,55363,11,9,2,2,0,4,1,3411,0,40,37,0
23539,42,4,102343,14,15,2,8,0,1,1,0,0,72,17,1
23544,50,0,69345,7,12,2,3,0,4,1,0,0,60,37,0
23553,49,1,149210,9,13,2,9,0,2,1,15024,0,40,37,1
23555,47,2,483596,11,9,2,3,0,4,1,2885,0,32,37,0
23556,42,4,104663,10,16,4,3,1,4,0,0,0,40,20,1
23558,37,1,108540,11,9,2,2,0,4,1,0,0,40,37,0
23561,27,0,246372,11,9,2,7,0,4,1,0,0,40,37,0
23564,37,2,205852,9,13,2,8,0,4,1,0,0,45,37,0
23566,54,4,93449,12,14,2,8,0,1,1,0,0,40,17,1
23567,47,2,116927,11,9,2,3,0,4,1,0,0,42,37,1
23570,28,1,125159,15,10,4,0,2,2,1,0,0,40,13,0
23571,39,4,201105,9,13,2,3,5,4,0,0,0,55,37,1
23577,31,4,75755,10,16,2,3,0,4,1,7298,0,55,37,1
23579,21,3,318865,15,10,4,7,3,4,1,0,0,30,37,0
23587,35,1,204277,9,13,2,8,0,4,1,0,0,40,37,0
23593,60,1,232769,1,7,2,12,0,4,1,0,0,20,37,0
23598,67,2,330144,12,14,2,10,0,4,1,0,0,48,37,1
23601,38,4,200289,10,16,2,8,0,1,1,0,0,40,34,0
23606,31,4,358461,15,10,4,7,1,1,1,0,0,40,37,0
23607,37,4,354929,7,12,0,9,1,2,1,0,0,38,37,0
23611,33,4,357691,12,14,2,9,0,2,1,0,0,40,37,0
23613,60,3,525878,11,9,2,3,0,2,1,0,0,40,37,0
23618,44,3,197558,14,15,2,8,0,4,1,0,0,70,37,1
23620,34,3,29254,15,10,2,2,0,4,1,0,0,55,37,1
23622,49,1,276247,15,10,2,9,0,4,1,0,0,40,37,0
23628,46,1,222115,9,13,0,0,1,4,0,99999,0,40,37,1
23629,25,4,194954,15,10,2,7,5,4,0,0,0,15,37,0
23631,36,1,217414,15,10,0,9,4,4,1,0,0,55,37,0
23636,37,2,99452,15,10,2,12,0,4,1,0,0,55,37,1
23637,44,1,254134,7,12,0,11,1,2,1,0,0,40,37,0
23640,42,1,238188,12,14,2,8,0,4,1,0,0,35,37,1
23646,28,3,254989,1,7,4,10,3,4,1,0,0,40,37,0
23648,49,0,110373,15,10,2,11,0,4,1,0,0,40,37,1
23649,36,3,135416,15,10,2,7,5,4,0,0,0,50,37,0
23652,47,3,213668,14,15,2,8,0,4,1,0,1977,50,37,1
23656,39,1,116666,11,9,4,9,3,0,1,4650,0,48,37,0
23660,31,0,351141,11,9,2,11,0,4,1,0,0,40,37,0
23661,36,1,191161,15,10,2,9,0,4,1,0,0,57,37,1
23676,50,3,36480,0,6,0,2,1,4,1,0,0,45,37,0
23680,42,1,227065,12,14,4,8,1,4,1,0,0,22,37,0
23682,35,2,82051,15,10,2,10,5,4,0,0,0,40,37,0
23683,30,3,176185,7,12,2,10,0,4,1,0,0,60,18,0
23685,24,2,493034,11,9,4,7,1,2,1,13550,0,50,37,1
23694,55,3,183810,12,14,2,8,0,4,1,0,0,55,37,1
23699,47,2,332355,12,14,2,3,0,4,1,15024,0,50,37,1
23702,22,4,292933,9,13,4,0,3,4,0,0,0,10,37,0
23707,62,3,102631,15,10,6,4,4,4,0,0,0,50,37,0
23710,28,3,240172,12,14,4,8,3,4,1,0,0,40,37,0
23714,23,1,496382,15,10,3,0,3,4,0,0,0,40,12,0
23720,37,1,328301,9,13,0,8,1,4,0,0,0,36,37,0
23721,39,1,301614,1,7,2,7,0,4,1,0,0,40,37,0
23728,33,3,48189,11,9,2,9,0,4,1,0,0,30,37,0
23741,54,1,31533,12,14,2,0,0,4,1,7298,0,40,37,1
23742,32,0,148138,9,13,2,8,0,1,1,0,2002,40,18,0
23743,29,1,30069,11,9,2,7,5,4,0,2635,0,40,37,0
23745,27,1,230885,9,13,2,9,0,4,1,0,0,45,37,1
23760,70,3,150886,15,10,2,2,0,4,1,0,0,25,37,0
23767,24,1,184678,9,13,4,8,1,4,0,0,0,40,37,0
23769,48,1,39464,12,14,4,8,1,4,0,0,0,52,37,0
23774,66,3,291362,14,15,2,8,0,4,1,0,0,50,37,0
23776,30,4,126414,9,13,3,0,1,4,1,0,0,40,37,0
23778,47,2,173783,9,13,2,10,0,4,1,15024,0,60,37,1
23781,35,3,31095,15,10,5,4,1,4,1,4101,0,60,37,0
23782,51,3,32372,9,13,2,3,0,4,1,0,1672,70,37,0
23784,51,1,146325,10,16,2,8,0,4,1,0,1887,40,37,1
23788,29,3,337505,15,10,2,2,0,1,1,0,0,40,33,0
23794,46,1,149949,9,13,2,8,0,4,1,0,0,45,37,1
23797,29,0,229300,9,13,4,8,1,4,1,0,0,48,37,0
23807,71,3,238479,0,6,2,2,0,4,1,0,0,8,37,0
23813,39,1,287031,12,14,2,8,0,4,1,0,0,45,37,1
23815,31,0,108464,7,12,2,11,0,4,1,0,0,40,37,0
23821,50,3,170562,7,12,2,9,0,4,1,0,0,20,37,0
23824,41,1,112763,12,14,0,8,4,4,0,7430,0,36,37,1
23830,28,1,86615,11,9,4,7,3,2,1,0,0,30,37,0
23832,46,4,421223,15,10,4,3,1,4,0,0,0,40,37,0
23834,36,3,241998,15,10,2,10,0,4,1,99999,0,20,37,1
23837,34,2,23778,9,13,0,3,1,4,1,0,0,50,37,0
23838,28,3,190836,11,9,2,10,0,4,1,0,0,50,37,1
23839,38,2,159179,14,15,2,8,0,4,1,0,0,45,37,1
23855,20,4,125165,15,10,4,0,3,4,0,0,0,25,37,0
23856,42,3,103980,8,11,2,8,0,4,1,0,0,50,37,0
23863,32,3,170108,11,9,5,10,1,4,1,0,0,50,37,0
23869,60,3,168223,9,13,0,8,1,4,0,0,0,30,37,0
23870,46,1,202560,9,13,0,8,1,4,0,0,1408,40,37,0
23874,60,4,358893,9,13,0,8,1,4,0,0,2339,40,37,0
23878,48,4,130561,15,10,4,8,1,2,0,0,0,24,37,0
23883,61,2,156653,11,9,0,10,1,4,1,0,0,55,37,0
23885,65,1,254413,15,10,0,3,1,4,0,0,0,40,37,0
23887,43,3,154785,9,13,2,6,5,1,0,0,0,80,35,0
23894,46,1,375675,2,8,2,7,0,4,1,0,0,35,37,1
23905,43,0,203637,9,13,2,0,0,4,1,7298,0,40,37,1
23918,33,1,83671,9,13,4,8,1,2,0,0,0,50,37,0
23922,31,2,455995,15,10,4,3,1,4,1,0,0,65,37,1
23924,65,3,111483,15,10,2,3,0,4,1,0,2174,10,37,1
23932,40,0,177595,15,10,2,2,0,4,1,0,1579,40,37,0
23935,38,0,122493,9,13,2,8,0,4,1,4064,0,40,37,0
23938,57,2,61885,11,9,2,8,0,2,1,0,0,60,37,1
23943,40,3,95226,9,13,4,3,1,4,1,0,0,50,37,0
23947,45,3,91044,12,14,0,8,1,4,0,0,0,15,37,0
23950,58,3,216824,11,9,2,4,0,1,1,0,0,30,37,0
23959,31,1,149184,9,13,2,9,0,4,1,0,0,97,37,1
23962,30,2,109282,9,13,2,10,0,4,1,0,0,52,37,1
23967,35,1,107233,11,9,4,0,4,0,1,0,0,55,37,0
23970,33,3,38223,11,9,4,4,3,4,1,0,0,70,37,0
23973,26,1,425092,12,14,4,8,1,4,0,2174,0,40,37,0
23974,39,3,152587,11,9,4,2,3,4,1,0,0,40,37,0
23975,37,2,39089,15,10,2,3,0,4,1,3103,0,50,37,1
23979,58,0,81973,15,10,2,11,0,1,1,0,1485,40,37,1
23983,69,4,34339,11,9,2,9,0,4,1,0,0,40,37,0
23991,58,1,237879,9,13,2,8,0,4,1,0,0,58,37,0
23992,42,3,93099,15,10,2,8,3,4,0,0,0,25,37,0
23995,47,1,123681,12,14,2,8,0,4,1,7688,0,60,37,1
23997,58,3,222311,11,9,2,7,0,4,1,7688,0,55,37,1
24009,36,3,111957,15,10,2,3,0,4,1,0,0,52,37,0
24016,49,3,179048,11,9,2,10,0,4,1,0,0,60,11,0
24018,49,3,117634,15,10,6,2,4,4,0,0,0,30,37,0
24030,56,1,155657,9,13,0,3,4,4,0,0,0,40,37,0
24032,69,3,107548,6,5,2,0,0,4,1,0,0,40,37,0
24041,20,0,147352,11,9,4,7,1,4,0,0,0,40,37,0
24049,53,1,188644,4,3,2,7,0,4,1,0,0,40,24,0
24051,28,4,119793,15,10,2,9,0,4,1,0,0,40,37,0
24056,36,3,280169,15,10,2,4,0,4,1,3456,0,8,37,0
24064,26,3,281678,8,11,2,4,0,4,1,0,0,55,37,0
24067,49,1,186539,12,14,2,9,0,4,1,0,0,40,37,1
24074,21,4,38251,15,10,4,11,3,4,0,0,0,20,37,0
24081,47,3,243631,9,13,2,8,0,1,1,0,0,40,33,0
24088,54,2,98051,15,10,2,10,0,4,1,0,0,54,37,1
24090,53,3,192982,11,9,2,4,0,4,1,0,0,85,37,0
24091,27,3,334132,7,12,4,8,1,4,0,0,0,78,37,0
24108,29,3,189346,15,10,0,2,1,4,1,2202,0,50,37,0
24110,35,0,20469,15,10,0,3,4,1,0,0,0,40,28,0
24116,42,1,19700,9,13,2,8,5,4,0,0,0,50,37,1
24123,68,3,116903,8,11,2,8,0,4,1,0,2149,40,37,0
24124,42,1,222596,11,9,2,2,0,4,1,0,0,40,37,1
24129,45,1,167159,9,13,2,9,0,4,1,0,0,50,37,1
24132,36,1,61778,11,9,2,8,0,4,1,15024,0,40,37,1
24134,26,3,202560,15,10,4,8,3,4,0,0,0,35,37,0
24135,25,3,60828,15,10,4,4,3,4,0,0,0,50,37,0
24136,53,4,153486,15,10,2,4,0,4,1,0,0,50,37,0
24137,28,1,167536,7,12,6,8,4,4,1,0,0,40,37,0
24138,30,1,370990,12,14,4,8,1,4,0,0,0,40,37,0
24139,38,3,198867,1,7,2,2,0,4,1,0,0,40,37,0
24140,37,1,174924,15,10,0,9,4,4,1,0,0,48,10,0
24146,59,3,116878,11,9,2,3,0,4,1,0,0,60,11,0
24147,33,3,134737,11,9,2,2,0,4,1,0,0,35,37,0
24149,49,4,122177,15,10,2,6,0,4,1,0,0,40,37,1
24150,50,0,69614,0,6,5,2,1,4,1,0,0,56,37,0
24155,32,3,33417,15,10,2,2,0,4,1,0,0,50,37,0
24156,47,0,224559,11,9,2,12,0,2,1,0,0,40,37,1
24159,37,1,51158,15,10,2,11,5,4,0,7298,0,36,37,1
24164,47,3,174533,15,10,2,2,0,4,1,0,0,40,37,0
24174,37,3,80324,11,9,2,3,0,4,1,0,0,60,37,1
24177,73,1,181902,12,14,2,8,0,4,1,0,0,10,29,1
24185,50,2,198400,11,9,2,10,0,2,1,0,0,60,37,0
24187,39,2,283338,9,13,2,3,0,4,1,7298,0,40,37,1
24192,38,3,127961,15,10,2,6,0,4,1,0,0,45,37,1
24194,29,1,187649,11,9,5,9,2,4,0,0,0,40,37,0
24195,49,0,94754,12,14,2,0,0,4,1,0,0,40,37,1
24205,36,4,112074,10,16,4,8,1,4,1,0,0,45,37,0
24208,30,1,172822,8,11,4,9,1,4,1,0,0,40,37,0
24217,32,4,71151,9,13,2,11,0,4,1,0,0,20,37,0
24239,50,1,133963,9,13,4,8,3,4,0,0,0,40,37,1
24248,28,3,214689,1,7,4,2,1,4,1,0,0,40,37,0
24251,50,3,348099,0,6,0,10,1,4,0,0,0,50,37,0
24254,31,3,286282,9,13,2,0,5,4,0,0,0,20,37,0
24255,35,3,181705,11,9,2,2,0,4,1,3103,0,40,37,1
24261,34,0,67083,9,13,4,3,4,1,1,1471,0,40,0,0
24267,51,0,190333,15,10,2,2,0,4,1,0,0,40,37,0
24270,47,1,174533,8,11,2,3,0,4,1,0,0,40,37,1
24277,40,3,403550,15,10,2,2,0,4,1,0,0,50,37,0
24279,47,3,192755,11,9,2,6,5,4,0,0,0,20,37,1
24284,35,3,179171,11,9,4,10,4,2,0,0,0,38,10,0
24290,44,2,269733,9,13,2,10,0,4,1,0,0,30,37,0
24291,41,4,227734,11,9,2,0,0,4,1,3464,0,40,37,0
24302,48,4,85384,15,10,2,2,0,4,1,0,0,40,37,1
24306,60,3,52900,11,9,2,2,0,4,1,0,0,42,37,1
24313,39,0,410034,11,9,2,0,0,4,1,0,0,40,37,0
24315,42,2,144236,15,10,4,10,1,4,1,0,0,60,37,0
24319,44,3,35166,9,13,2,4,0,4,1,0,0,90,37,0
24320,46,2,182655,8,11,2,3,0,4,1,0,0,60,37,1
24326,47,3,117865,11,9,1,2,0,4,1,0,0,90,37,0
24327,64,3,106538,12,14,0,8,1,4,1,0,0,50,37,0
24332,38,0,238342,9,13,2,10,0,4,1,7688,0,42,37,1
24339,50,0,166419,1,7,4,10,1,2,0,3674,0,40,37,0
24343,48,3,100931,15,10,4,0,1,4,1,0,0,40,37,0
24345,31,0,334346,9,13,2,3,0,4,1,0,0,40,37,1
24347,61,3,133969,11,9,2,10,0,1,1,0,0,63,33,0
24353,44,3,26669,7,12,2,7,5,4,0,0,0,99,37,0
24355,35,4,177974,11,9,2,9,0,4,1,0,0,40,37,1
24356,27,4,315640,12,14,4,8,1,1,1,0,0,20,2,0
24357,50,2,136913,11,9,2,4,0,4,1,0,0,50,37,0
24358,43,4,230961,11,9,2,2,0,4,1,0,0,40,37,0
24370,51,0,40808,9,13,4,8,1,0,0,0,0,43,37,0
24375,17,4,117906,0,6,4,4,3,4,1,0,0,40,37,0
24383,44,3,124692,11,9,2,8,0,4,1,0,1902,40,37,1
24384,37,1,128054,15,10,0,0,4,4,0,0,0,40,37,0
24386,32,2,113543,14,15,2,8,0,4,1,0,0,40,37,1
24388,45,0,45891,15,10,0,0,4,4,1,0,0,42,37,0
24397,41,3,355918,9,13,5,2,1,4,1,0,0,35,37,0
24398,35,3,198841,14,15,2,8,0,4,1,0,0,50,37,1
24400,34,3,312197,11,9,2,12,0,4,1,0,0,75,24,1
24406,53,3,35295,9,13,4,10,4,4,1,0,0,60,37,1
24411,59,1,238431,11,9,0,0,4,4,0,0,0,38,37,0
24414,31,4,255830,7,12,4,0,3,2,0,0,0,45,37,0
24418,20,3,263498,8,11,4,4,3,4,1,0,0,40,37,0
24419,52,3,162381,11,9,0,10,1,4,1,0,0,40,37,0
24420,39,1,229651,9,13,2,8,0,4,1,0,0,50,37,1
24423,38,1,82880,9,13,2,8,5,4,0,0,0,15,37,0
24435,35,3,191503,15,10,2,10,0,4,1,0,0,50,37,0
24437,51,1,136823,11,9,2,3,5,4,0,0,0,32,37,0
24439,31,1,58624,11,9,4,12,3,4,1,0,0,40,37,0
24440,27,1,74056,9,13,4,11,1,4,1,0,0,50,37,0
24448,53,1,221722,12,14,4,3,1,4,0,14344,0,50,37,1
24452,29,4,382272,9,13,4,2,1,4,1,0,0,40,37,0
24455,63,2,137940,14,15,2,8,0,4,1,15024,0,50,37,1
24472,40,1,105717,12,14,4,0,1,4,0,0,1876,35,37,0
24473,45,3,160962,15,10,4,10,3,4,0,0,0,35,37,0
24479,39,0,200968,15,10,2,0,2,4,1,0,0,45,37,1
24487,43,2,260960,9,13,0,4,1,4,1,0,0,35,37,0
24505,29,0,208534,14,15,2,8,0,4,1,0,0,80,37,0
24507,35,2,196373,9,13,2,3,0,4,1,0,0,45,37,1
24509,48,4,122086,11,9,2,9,0,4,1,0,0,40,37,0
24511,40,3,33068,11,9,2,4,0,4,1,0,0,50,37,0
24513,26,1,117833,9,13,4,8,1,4,0,4865,0,35,37,0
24514,37,4,103474,11,9,4,7,3,4,0,0,0,40,37,0
24516,26,3,233933,0,6,4,8,1,4,0,0,0,32,37,0
24521,76,3,225964,15,10,6,10,1,4,1,0,0,8,37,0
24526,22,2,40767,15,10,2,2,0,4,1,0,0,40,37,0
24527,30,0,355789,11,9,4,0,1,2,0,0,0,50,37,0
24528,43,1,311914,15,10,0,0,1,4,0,0,0,40,37,0
24530,44,0,344060,14,15,2,8,0,4,1,0,0,40,37,1
24532,49,4,185800,12,14,0,8,4,2,0,7430,0,40,37,1
24549,45,3,225456,9,13,2,3,0,4,1,0,0,50,37,1
24550,62,1,159908,9,13,2,0,5,4,0,0,1258,38,37,0
24553,62,3,39630,11,9,2,10,0,4,1,0,0,40,37,0
24561,55,1,37869,10,16,4,8,1,4,0,0,0,60,37,0
24562,48,4,99086,9,13,4,3,1,4,0,0,0,50,37,0
24566,56,3,249368,11,9,3,3,1,4,1,0,0,70,37,0
24567,39,3,326400,12,14,4,8,1,4,1,0,0,40,37,0
24570,42,3,170721,11,9,2,2,0,4,1,0,2002,40,37,0
24575,50,0,183611,15,10,4,0,1,4,1,0,0,40,37,0
24580,23,3,121313,11,9,4,2,3,4,1,0,0,40,37,0
24595,54,4,123592,11,9,5,0,4,2,0,3887,0,35,37,0
24597,64,1,237379,11,9,2,5,0,4,1,3471,0,40,37,0
24599,53,0,68985,11,9,2,0,0,4,1,0,0,40,37,0
24606,50,4,116211,14,15,2,3,0,4,1,0,0,52,37,1
24608,43,4,33331,14,15,2,8,0,4,1,0,1977,70,37,1
24616,56,4,153451,15,10,0,0,1,4,0,0,0,35,37,0
24621,46,1,192323,15,10,2,9,0,4,1,0,0,38,37,1
24628,45,1,203322,15,10,0,0,1,4,0,0,0,38,37,0
24630,46,4,312015,11,9,4,7,1,2,0,0,0,40,37,0
24636,33,3,42485,1,7,2,3,0,4,1,0,0,70,37,0
24638,39,1,134367,11,9,4,0,3,4,0,0,0,35,37,0
24642,47,2,105779,9,13,4,10,3,4,1,0,0,40,37,1
24651,56,2,35723,5,4,2,2,0,4,1,0,0,50,37,1
24654,45,3,192203,15,10,2,2,0,4,1,0,1485,40,37,1
24661,34,0,189944,15,10,4,0,1,2,0,0,0,72,37,0
24664,31,4,188900,7,12,4,0,1,4,0,3325,0,35,37,0
24669,35,4,172475,9,13,4,3,1,1,0,2977,0,45,37,0
24671,45,1,195418,12,14,0,8,1,2,1,0,0,40,37,0
24672,21,1,276840,2,8,4,7,3,2,1,0,0,20,37,0
24674,50,2,119099,15,10,2,3,0,4,1,0,0,99,37,1
24675,41,3,83411,11,9,2,3,0,4,1,0,0,40,37,1
24687,65,1,125768,15,10,0,0,1,4,0,0,0,28,37,0
24702,47,3,173613,15,10,0,3,1,4,0,0,0,65,37,0
24703,40,2,37869,11,9,2,3,0,4,1,0,0,50,37,0
24705,34,4,85218,12,14,4,8,4,2,0,0,0,24,37,0
24725,39,4,114055,9,13,4,3,1,4,0,0,0,40,37,0
24732,59,2,255822,11,9,0,3,1,4,1,0,0,60,37,0
24734,35,0,245372,11,9,4,0,1,4,1,0,0,40,37,0
24740,40,3,125206,14,15,2,8,0,4,1,0,0,40,37,0
24744,58,3,318106,11,9,2,3,0,4,1,0,0,40,37,1
24746,38,4,149455,11,9,4,7,4,2,0,0,0,40,37,0
24748,44,4,165108,12,14,2,8,0,4,1,0,0,40,37,1
24751,41,1,352056,7,12,4,3,1,4,1,0,0,40,37,0
24755,52,3,135716,11,9,2,4,0,4,1,0,0,70,37,0
24759,30,4,70617,12,14,2,8,0,1,1,0,0,10,2,0
24765,36,4,116554,9,13,4,0,1,4,0,0,0,40,37,0
24771,38,2,275223,9,13,2,10,0,4,1,7688,0,40,37,1
24772,35,3,381931,11,9,2,4,0,4,1,0,0,55,37,0
24776,47,3,159869,10,16,2,2,0,4,1,0,0,50,37,0
24786,33,1,511289,8,11,2,9,0,4,1,0,0,48,37,1
24788,34,1,101517,15,10,0,0,4,4,0,0,0,35,37,0
24789,54,4,161334,12,14,3,8,1,1,0,0,0,40,2,0
24790,24,2,189148,15,10,4,12,3,4,1,0,0,40,37,0
24791,44,3,103111,14,15,2,8,0,4,1,0,0,60,37,1
24792,48,3,51620,9,13,5,2,1,4,1,0,0,50,37,0
24806,50,3,57758,8,11,2,10,0,4,1,0,0,60,37,1
24810,70,1,88638,12,14,4,8,4,4,0,7896,0,50,37,1
24811,28,1,304960,7,12,4,0,1,4,0,0,1980,40,37,0
24814,34,4,154246,9,13,0,8,1,4,1,4865,0,55,37,0
24817,77,2,192230,15,10,2,3,0,4,1,0,0,40,37,0
24821,35,1,258037,11,9,2,2,0,4,1,0,0,40,4,1
24822,42,1,188291,9,13,2,9,0,4,1,0,1902,40,37,1
24823,35,4,349066,11,9,0,6,3,4,1,0,0,40,37,0
24832,35,3,102471,11,9,0,4,1,4,1,0,0,80,31,0
24835,43,0,32016,12,14,2,8,0,4,1,0,0,40,37,1
24840,26,0,76900,9,13,4,11,1,4,1,0,0,40,37,0
24842,43,0,262233,9,13,0,3,1,4,1,0,0,40,37,1
24847,35,1,308945,11,9,2,2,0,4,1,0,0,40,37,1
24855,28,0,329426,9,13,4,3,1,4,1,0,0,40,37,0
24856,64,2,181408,8,11,2,2,0,4,1,0,0,10,37,0
24857,44,1,101950,14,15,5,8,4,4,0,0,0,40,37,0
24858,59,3,32537,11,9,2,4,0,4,1,0,0,40,37,1
24861,29,3,151476,8,11,4,0,1,4,0,2174,0,40,37,0
24862,51,3,174824,11,9,4,4,1,4,1,8614,0,40,37,1
24874,40,1,33155,11,9,4,7,3,4,1,0,0,40,37,0
24876,38,3,233571,11,9,5,7,4,4,0,0,0,40,37,0
24878,32,0,191385,7,12,0,9,1,4,1,2174,0,40,37,0
24880,62,4,159699,9,13,2,0,0,4,1,0,0,38,37,0
24882,31,3,175856,11,9,2,2,0,4,1,0,0,60,37,0
24884,62,1,407669,5,4,6,7,1,2,0,0,0,35,37,0
24885,43,1,214242,15,10,2,2,0,4,1,0,0,40,37,1
24887,30,2,124420,11,9,0,3,1,4,1,4650,0,40,37,0
24890,59,1,283635,12,14,0,8,1,4,0,0,0,40,37,0
24891,24,3,322931,5,4,2,12,0,4,1,0,1902,40,37,1
24893,19,4,431745,1,7,4,7,3,4,1,0,0,30,37,0
24898,33,0,182714,14,15,4,8,1,4,0,0,0,65,37,1
24899,50,0,172046,15,10,2,3,0,4,1,0,0,40,37,1
24907,22,4,157541,15,10,4,8,1,4,1,0,0,10,37,0
24913,60,3,148492,11,9,2,2,0,4,1,0,1485,50,37,1
24922,23,4,33551,9,13,2,11,0,4,1,0,0,38,37,0
24926,34,3,289731,1,7,2,6,0,4,1,0,0,40,37,0
24931,36,1,357720,8,11,4,8,1,4,0,0,0,40,37,0
24932,49,3,155489,15,10,2,2,0,4,1,0,0,65,29,0
24937,36,3,313853,9,13,0,7,4,2,1,0,0,45,37,1
24941,33,3,116539,11,9,2,2,0,4,1,0,0,40,37,0
24944,35,4,35626,15,10,0,0,4,4,0,0,0,15,37,0
24945,43,0,94937,9,13,0,0,4,4,0,0,0,40,37,0
24947,29,3,169544,11,9,2,12,0,4,1,5178,0,40,37,1
24952,33,4,313729,12,14,4,8,1,4,1,0,0,60,37,0
24955,41,3,113324,8,11,2,4,0,4,1,0,0,70,37,1
24963,37,1,221740,9,13,2,8,5,4,0,0,0,30,37,1
24972,48,1,189762,11,9,2,2,0,4,1,0,0,40,37,1
24978,38,3,217054,15,10,0,4,1,4,1,0,0,40,37,0
24979,44,3,104973,12,14,2,4,0,4,1,0,0,40,37,1
24980,48,1,238959,12,14,0,3,4,2,0,9562,0,40,37,1
24981,40,4,34218,11,9,2,2,0,4,1,0,0,40,37,0
24982,19,1,292962,11,9,4,2,2,2,0,0,0,40,37,0
24986,32,1,296466,12,14,4,8,1,4,1,0,0,60,37,0
24989,30,1,233993,9,13,4,8,3,4,0,0,0,15,37,0
24991,52,2,181855,14,15,2,8,0,3,1,99999,0,65,37,1
24992,67,3,127543,0,6,2,4,0,4,1,2414,0,80,37,0
24998,64,4,114650,6,5,2,2,0,4,1,0,0,40,37,0
24999,29,3,240172,9,13,4,3,2,4,1,0,0,50,37,0
25002,47,4,120429,10,16,2,8,0,4,1,15024,0,50,37,1
25005,52,2,177727,0,6,2,10,0,4,1,4064,0,45,37,0
25006,48,1,334409,9,13,2,8,5,4,0,0,0,50,37,1
25010,56,4,671292,11,9,2,12,0,4,1,0,0,38,37,1
25018,46,4,192779,7,12,0,0,4,4,1,0,2258,38,37,1
25020,43,3,48087,11,9,4,4,1,4,1,0,0,60,37,0
25022,41,2,253060,9,13,2,10,0,4,1,7688,0,45,37,1
25024,37,4,210452,12,14,2,3,0,4,1,0,0,38,37,0
25025,22,1,134181,11,9,4,5,2,4,1,0,0,50,37,0
25026,51,0,45487,11,9,2,12,0,4,1,0,0,80,37,0
25032,27,3,442612,11,9,2,10,0,4,1,0,0,65,37,1
